 
../data/Freescale2.mtx,1,static,1
681,,cpu_core/LLC-loads/u,31574029,100.00,,
<not counted>,,cpu_atom/LLC-misses/u,0,0.00,,
185,,cpu_core/LLC-misses/u,31574029,100.00,27.17,of all LL-cache accesses
../data/Freescale2.mtx,2,dynamic,1000
./spmv_benchmark: Interrupt
45522597,,cpu_atom/L1-dcache-loads/u,968567,3.00,,
115027596,,cpu_core/L1-dcache-loads/u,27141396,96.00,,
<not supported>,,cpu_atom/L1-dcache-load-misses/u,0,100.00,,
6866,,cpu_core/L1-dcache-load-misses/u,27141396,96.00,0.01,of all L1-dcache accesses
2524,,cpu_atom/LLC-loads/u,968567,3.00,,
626,,cpu_core/LLC-loads/u,27141396,96.00,,
0,,cpu_atom/LLC-misses/u,968567,3.00,,
124,,cpu_core/LLC-misses/u,27141396,96.00,19.81,of all LL-cache accesses
./spmv_benchmark: Interrupt
<not counted>,,cpu_atom/L1-dcache-loads/u,0,0.00,,
138722956,,cpu_core/L1-dcache-loads/u,32447727,100.00,,
